quarter,q_start,n_filed,n_priced,n_long,n_short,long_ret,short_ret,combined_ret,spy_ret,sector_ret,sector_alpha,alpha,cohort_ic,rf_quarterly,cum_combined,cum_long,cum_spy,drawdown,drawdown_spy,cum_sector,drawdown_sector,rolling_sharpe,rolling_ic
2023Q1,2023-01-01,424,85,85,0,0.1293463673290696,,0.1293463673290696,0.08680355925814522,0.0649253199135528,0.0644210474155168,0.04254280807092437,0.31740398768901373,0.011291268904431995,0.12934636732906957,0.12934636732906957,0.08680355925814531,0.0,0.0,0.06492531991355288,0.0,,
2023Q2,2023-04-01,434,87,87,0,-0.022922981578374396,,-0.022922981578374396,-0.03262646398329578,-0.06076223086658443,0.03783924928821008,0.009703482404921394,0.20295920647928395,0.012362059665740777,0.10345838135518126,0.10345838135518126,0.05134500207509163,-0.022922981578374357,-0.03262646398329594,0.00021808176929427603,-0.0607622308665845,0.763365271976105,0.26018159708414884
2023Q3,2023-07-01,431,87,87,0,0.1429239537606089,,0.1429239537606089,0.1105900895321742,0.1301664293434794,0.012757524417129419,0.032333864228434664,0.1625947893362775,0.012930143603662625,0.2611690160287454,0.2611690160287454,0.16761333998378003,0.0,0.0,0.13041289803798772,0.0,1.5389087494051523,0.22765266116819172
2023Q4,2023-10-01,435,87,87,0,0.12462176330140054,,0.12462176330140054,0.10818228696548972,0.11109759944409131,0.013524163857309254,0.016439476335910794,0.1661915015518918,0.012920559719459268,0.41833812262734016,0.41833812262734016,0.29392842139463937,0.0,0.0,0.25599905739064654,0.0,2.080691355036202,0.21228737126411673
2024Q1,2024-01-01,441,89,89,0,-0.03078194359532109,,-0.03078194359532109,0.04776185223424399,-0.03212934687170065,0.0013474032763795582,-0.07854379582956507,0.06787652123786576,0.012804383572909916,0.3746789185375319,0.3746789185375319,0.3557288394589788,-0.03078194359532105,0.0,0.21564462800521333,-0.03212934687170066,0.8763173125826269,0.14990550465132974
2024Q2,2024-04-01,454,91,91,0,0.1068307956545828,,0.1068307956545828,0.05534141582611078,0.12707187487512428,-0.020241079220541504,0.05148937982847197,0.035461384896866406,0.012840937997006474,0.521536961174478,0.521536961174478,0.4307567929109286,0.0,0.0,0.3701188700677087,0.0,1.8459653772548985,0.10803104925572536
2024Q3,2024-07-01,463,93,93,0,0.08314854391889735,,0.08314854391889735,0.024910460015881854,-0.022276251162657388,0.10542479508155474,0.058238083903015554,0.06776948448963928,0.012241202006273877,0.6480505440149196,0.6480505440149196,0.46639760279318754,0.0,0.0,0.33959775799538416,-0.0222762511626573,1.6663447315958273,0.0843247230440658
2024Q4,2024-10-01,463,93,93,0,-0.12969892416452422,,-0.12969892416452422,-0.04266870094121538,-0.0021803923626086785,-0.12751853180191558,-0.08703022322330883,-0.005065557512815093,0.010797983554415413,0.43430016148742556,0.43430016148742556,0.40382832201869,-0.12969892416452422,-0.04266870094121533,0.33667690927488336,-0.024408072557363325,-0.0882995776890332,0.04151045827788909
2025Q1,2025-01-01,468,94,94,0,0.17407382360883103,,0.17407382360883103,0.10777179138020207,0.12893044071969434,0.04514338288913666,0.06630203222862895,0.0477532912458808,0.010336624090259372,0.6839742748003055,0.6839742748003055,0.5551214150729074,0.0,0.0,0.5090152522875329,0.0,0.7175298587658652,0.03647965077989285
2025Q2,2025-04-01,472,95,95,0,0.12789273083708036,,0.12789273083708036,0.08121232677600874,0.04980503598255638,0.07808769485452398,0.04668040406107164,0.06890070002592691,0.010377189247461338,0.8993423434639085,0.8993423434639085,0.6814164436101775,0.0,0.0,0.5841718112259398,0.0,0.7874621098984461,0.044839479562157974
2025Q3,2025-07-01,469,94,94,0,0.0003139005415829197,,0.0003139005415829197,0.026651839960338496,0.009214936234650873,-0.008901035693067955,-0.026337939418755587,,0.010066468834421194,0.8999385480541731,0.8999385480541731,0.7262292855719577,0.0,0.0,0.5987698534511183,0.0,0.47872322632825426,0.037196144586330866
2025Q4,2025-10-01,473,95,95,0,0.016272926442361654,,0.016272926442361654,-0.043705823007202,0.04554214265996821,-0.029269216217606534,0.059978749449563676,,0.009161912025293706,0.9308561082916658,0.9308561082916658,0.6507830139469009,0.0,-0.04370582300720205,0.6715812581974456,0.0,1.6509526599192748,0.05832699563590385
