quarter,q_start,n_filed,n_priced,n_long,n_short,long_ret,short_ret,combined_ret,spy_ret,sector_ret,sector_alpha,alpha,cohort_ic,rf_quarterly,cum_combined,cum_long,cum_spy,drawdown,drawdown_spy,cum_sector,drawdown_sector,rolling_sharpe,rolling_ic
2023Q1,2023-01-01,446,90,90,0,0.11119382312574941,,0.11119382312574941,0.08680355925814522,0.029478493034555943,0.08171533009119344,0.02439026386760416,0.36433406837474464,0.011291268904431995,0.11119382312574944,0.11119382312574944,0.08680355925814531,0.0,0.0,0.029478493034555964,0.0,,
2023Q2,2023-04-01,440,88,88,0,-0.04394663311411239,,-0.04394663311411239,-0.03262646398329578,-0.027444153742158715,-0.016502479371953666,-0.011320169130816606,0.35109084428967274,0.012362059665740777,0.06236059586217424,0.06236059586217424,0.05134500207509163,-0.0439466331141124,-0.03262646398329594,0.0012253269974698,-0.027444153742158695,0.3946644769199638,0.3577124563322087
2023Q3,2023-07-01,450,90,90,0,0.242140975581474,,0.242140975581474,0.11059008953217422,0.08432973754619776,0.1578112380352763,0.1315508860492998,0.3022110068033258,0.012930143603662625,0.3196016269635573,0.3196016269635573,0.16761333998378003,0.0,0.0,0.08565839604777237,0.0,1.2720760618769114,0.3392119731559144
2023Q4,2023-10-01,459,92,92,0,0.16130841663919462,,0.16130841663919462,0.10818228696548976,0.05922227200210627,0.10208614463708834,0.05312612967370484,0.2686715868794907,0.012920559719459268,0.532464476003554,0.532464476003554,0.29392842139463937,0.0,0.0,0.14995355287988388,0.0,1.751789434116701,0.32157687658680845
2024Q1,2024-01-01,502,101,101,0,-0.0829124719951571,,-0.0829124719951571,0.04776185223424398,-0.006636882254125175,-0.07627558974103192,-0.13067432422940106,0.32953547080028334,0.012804383572909916,0.40540405805333624,0.40540405805333624,0.3557288394589788,-0.08291247199515706,0.0,0.1423214465517071,-0.006636882254125287,0.7173140446533874,0.3128772271931931
2024Q2,2024-04-01,495,99,99,0,0.1627909889381111,,0.1627909889381111,0.055341415826110775,0.06668358475893137,0.0961074041791797,0.10744957311200029,0.3783821731755188,0.012840937997006474,0.6341911745214734,0.6341911745214734,0.4307567929109286,0.0,0.0,0.21849553555478285,0.0,1.5320818262923217,0.3197000594146546
2024Q3,2024-07-01,523,105,105,0,0.030752715553293654,,0.030752715553293654,0.024910460015881843,-0.10276045307602953,0.1335131686293232,0.005842255537411818,0.2848360841115991,0.012241202006273877,0.6844469908712352,0.6844469908712352,0.46639760279318754,0.0,0.0,0.09328238225005414,-0.10276045307602955,0.9368738530362976,0.31535632874172304
2024Q4,2024-10-01,545,109,109,0,-0.007967724691313644,,-0.007967724691313644,-0.04266870094121538,0.06545671152255014,-0.07342443621386376,0.03470097624990175,0.2177880392482298,0.010797983554415413,0.6710257809908613,0.6710257809908613,0.40382832201869,-0.007967724691313793,-0.04266870094121533,0.16484505175768227,-0.04403010288640363,0.2629188535283455,0.3026354418339078
2025Q1,2025-01-01,569,114,114,0,0.17320835630420942,,0.17320835630420942,0.10777179138020208,-0.07243697525855429,0.24564533156276366,0.0654365649240073,0.15131026572134815,0.010336624090259372,0.9604614098582462,0.9604614098582462,0.5551214150729074,0.0,0.0,0.0804671995634616,-0.11327767067154393,1.702414192289833,0.25807914056417397
2025Q2,2025-04-01,558,112,112,0,0.20159668038989836,,0.20159668038989836,0.08121232677600874,0.03721693306197788,0.16437974732792046,0.12038435361388962,0.2520578420467186,0.010377189247461338,1.3556839221181685,1.3556839221181685,0.6814164436101775,0.0,0.0,0.12067887500527763,-0.0802765850963657,1.7001243850514818,0.2264980577819739
2025Q3,2025-07-01,558,112,112,0,0.0003697783211824092,,0.0003697783211824092,0.026651839960338503,0.11704519518159602,-0.1166754168604136,-0.026282061639156095,,0.010066468834421194,1.356555002964126,1.356555002964126,0.7262292855719577,0.0,0.0,0.2518489526661618,0.0,1.465474087432629,0.20705204900543217
2025Q4,2025-10-01,552,111,111,0,-0.05108125687858273,,-0.05108125687858273,-0.04370582300720201,-0.049013337553886586,-0.0020679193246961576,-0.007375433871380722,,0.009161912025293706,1.236179211509206,1.236179211509206,0.6507830139469009,-0.05108125687858278,-0.04370582300720205,0.19049165738265583,-0.04901333755388659,1.139589180925974,0.20168405388403338
