quarter,q_start,n_filed,n_priced,n_long,n_short,long_ret,short_ret,combined_ret,spy_ret,sector_ret,sector_alpha,alpha,cohort_ic,rf_quarterly,cum_combined,cum_long,cum_spy,drawdown,drawdown_spy,cum_sector,drawdown_sector,rolling_sharpe,rolling_ic
2023Q1,2023-01-01,414,83,83,0,0.0750195245404656,,0.0750195245404656,0.08680355925814522,0.15372622936633282,-0.07870670482586721,-0.011784034717679599,0.24087073140495804,0.011291268904431995,0.07501952454046568,0.07501952454046568,0.08680355925814531,0.0,0.0,0.15372622936633284,0.0,,
2023Q2,2023-04-01,425,85,85,0,-0.05116445844866443,,-0.05116445844866443,-0.03262646398329578,-0.04495586920266892,-0.0062085892459955,-0.01853799446536864,0.2833565706623643,0.012362059665740777,0.020016732745611998,0.020016732745611998,0.05134500207509163,-0.05116445844866446,-0.03262646398329594,0.10185946390325151,-0.04495586920266903,0.002241958637134711,0.2621136510336612
2023Q3,2023-07-01,428,86,86,0,0.09747219800893098,,0.09747219800893098,0.1105900895321742,0.1337648791262733,-0.0362926811173423,-0.013117891523243252,0.26645524684557537,0.012930143603662625,0.11944000569221513,0.11944000569221513,0.16761333998378003,0.0,0.0,0.24924956190641034,0.0,0.7048111728901564,0.26356084963763254
2023Q4,2023-10-01,445,89,89,0,0.07901811935383078,,0.07901811935383078,0.10818228696548979,0.11606279866436482,-0.03704467931053409,-0.02916416761165899,0.17765328703588257,0.012920559719459268,0.2078960496714557,0.2078960496714557,0.29392842139463937,0.0,0.0,0.39424096229149996,0.0,1.1070197309245033,0.2420839589871951
2024Q1,2024-01-01,440,88,88,0,0.022851542663990775,,0.022851542663990775,0.047761852234244,0.09332037674952666,-0.07046883408553586,-0.024910309570253208,0.09742130625590226,0.012804383572909916,0.23549833778418883,0.23549833778418883,0.3557288394589788,0.0,0.0,0.5243520541721656,0.0,0.7298125799121882,0.20622160269993112
2024Q2,2024-04-01,479,96,96,0,0.07446552394603982,,0.07446552394603982,0.055341415826110775,-0.007784544804596936,0.08225006875063676,0.019124108119929022,0.08208852874829363,0.012840937997006474,0.3275003688417497,0.3275003688417497,0.4307567929109286,0.0,0.0,0.512485667308483,-0.0077845448045968935,3.4808765059520943,0.15590459222141345
2024Q3,2024-07-01,499,100,100,0,0.066846764149182,,0.066846764149182,0.02491046001588185,0.03163100557310751,0.035215758576074487,0.041936304133300156,-0.002963326356469786,0.012241202006273877,0.41623947290566643,0.41623947290566643,0.46639760279318754,0.0,0.0,0.5603271098803628,0.0,3.727964114296187,0.08854994892090216
2024Q4,2024-10-01,528,106,106,0,-0.12569585833964433,,-0.12569585833964433,-0.04266870094121539,-0.11043113847177734,-0.015264719867866988,-0.08302715739842892,-0.059088449030469295,0.010797983554415413,0.23822403674430315,0.23822403674430315,0.4038283220186898,-0.12569585833964436,-0.04266870094121544,0.38801841074789634,-0.11043113847177732,-0.05542348475453963,0.0293645149043142
2025Q1,2025-01-01,524,105,105,0,0.1269919719498597,,0.1269919719498597,0.10777179138020208,0.22844640313910694,-0.10145443118924725,0.019220180569657606,0.053478335493741924,0.010336624090259372,0.3954685488861778,0.3954685488861778,0.5551214150729071,-0.014666251306266309,0.0,0.7051062241741128,0.0,0.43577600631857916,0.018378772213774118
2025Q2,2025-04-01,543,109,109,0,0.050653183993695186,,0.050653183993695186,0.0812123267760087,0.11448944602955322,-0.06383626203585807,-0.030559142782313566,0.10750523202491542,0.010377189247461338,0.46615347405032415,0.46615347405032415,0.6814164436101773,0.0,0.0,0.9003228912013501,0.0,0.34524259363677917,0.024732948032929566
2025Q3,2025-07-01,544,109,109,0,0.022570325387262485,,0.022570325387262485,0.026651839960338496,0.02312052357376958,-0.0005501981865070844,-0.004081514573076014,,0.010066468834421194,0.4992450350273052,0.4992450350273052,0.7262292855719574,0.0,0.0,0.9442593514051447,0.0,0.15529565675695914,0.033965039496062686
2025Q4,2025-10-01,539,108,108,0,-0.033415826295511875,,-0.033415826295511875,-0.04370582300720201,-0.07574316091666244,0.042327334621150604,0.010289996711690138,,0.009161912025293706,0.4491465233624241,0.4491465233624241,0.6507830139469006,-0.033415826295511875,-0.04370582300720205,0.7969950024879391,-0.07574316091666244,0.9570716065729417,0.08049178375932867
