quarter,ticker,direction,entry_date,exit_date,hold_days,entry_price,exit_price,raw_return,signed_return,spy_ret,sector_ret,sector_alpha,pos_alpha,score,target
2023Q1,MSFT,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,281.6304,333.3891,0.18378236156324024,0.18378236156324024,0.08680355925814522,0.15372622936633282,0.03005613219690742,0.09697880230509502,0.5151394605636597,45.782301117829824
2023Q1,FORTY,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,62.9233,72.0801,0.14552320046787126,0.14552320046787126,0.08680355925814522,0.15372622936633282,-0.008203028898461556,0.058719641209726045,0.5151394605636597,-30.970806958677265
2023Q1,DELL,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,37.9092,51.4555,0.3573354225359544,0.3573354225359544,0.08680355925814522,0.15372622936633282,0.2036091931696216,0.2705318632778092,0.5151394605636597,160.23878771721593
2023Q1,DT,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,42.3,51.47,0.2167848699763594,0.2167848699763594,0.08680355925814522,0.15372622936633282,0.06305864061002658,0.12998131071821417,0.5151394605636597,2.738404297089456
2023Q1,ASML,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,662.8882,707.84,0.06781203828941298,0.06781203828941298,0.08680355925814522,0.15372622936633282,-0.08591419107691983,-0.01899152096873223,0.5151394605636597,15.0881623688027
2023Q1,ACLS,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,133.25,183.33,0.37583489681050664,0.37583489681050664,0.08680355925814522,0.15372622936633282,0.22210866744417382,0.28903133755236143,0.5151394605636597,-41.26227284791628
2023Q1,CSIQ,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,39.81,38.69,-0.028133634765134502,-0.028133634765134502,0.08680355925814522,0.15372622936633282,-0.18185986413146732,-0.11493719402327972,0.5151394605636597,-63.88644404997629
2023Q1,FLEX,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,17.3399,20.8289,0.20121223305786082,0.20121223305786082,0.08680355925814522,0.15372622936633282,0.047486003691528,0.1144086737997156,0.5151394605636597,29.073480987051617
2023Q1,DHX,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,3.88,3.83,-0.012886597938144284,-0.012886597938144284,0.08680355925814522,0.15372622936633282,-0.1666128273044771,-0.0996901571962895,0.5151394605636597,-72.81370268265522
2023Q1,PEGA,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,24.0871,24.5097,0.017544660835052756,0.017544660835052756,0.08680355925814522,0.15372622936633282,-0.13618156853128005,-0.06925889842309246,0.5151394605636597,-3.3377268270384235
2023Q1,HLIT,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,14.59,16.17,0.10829335161069238,0.10829335161069238,0.08680355925814522,0.15372622936633282,-0.045432877755640436,0.021489792352547166,0.5151394605636597,-24.33289435593082
2023Q1,GIB,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,95.7227,104.8306,0.09514879960552722,0.09514879960552722,0.08680355925814522,0.15372622936633282,-0.0585774297608056,0.008345240347382002,0.5151394605636597,-0.320104668465607
2023Q1,FTV,long,2023-03-31 23:59:59.999999,2023-06-30 23:59:59.999999,91,50.7147,55.6858,0.09802088940681893,0.09802088940681893,0.08680355925814522,0.15372622936633282,-0.05570533995951389,0.01121733014867371,0.5151394605636597,-0.1469828447992789
